pais_bloco,fk_pais,fk_calendario,populacao,id_energia
NZL,32,21,3495100.0,873
POL,34,21,38246193.0,874
PRT,35,21,9960235.0,875
SGP,36,21,3135083.0,876
SVK,37,21,5303294.0,877
SVN,38,21,1999429.0,878
SWE,41,21,8617375.0,879
THA,43,21,56099865.0,880
USA,46,21,252981000.0,881
ZAF,39,21,40910959.0,882
AUS,2,22,17478635.0,883
AUT,3,22,7840709.0,884
BEL,4,22,10045158.0,885
BRA,5,22,155900790.0,886
CAN,6,22,28371264.0,887
CHE,42,22,6875364.0,888
CHL,7,22,13782297.0,889
CHN,8,22,1164970000.0,890
COL,9,22,33939039.0,891
DEU,15,22,80624598.0,892
DNK,11,22,5171370.0,893
ESP,40,22,39157685.0,894
EST,12,22,1533091.0,895
FIN,13,22,5041992.0,896
FRA,14,22,58849943.0,897
GBR,45,22,57580402.0,898
GRC,16,22,10399061.0,899
HUN,17,22,10369341.0,900
IDN,20,22,188558416.0,901
IND,19,22,907574049.0,902
IRL,21,22,3558430.0,903
ISL,18,22,261057.0,904
ISR,22,22,5123000.0,905
ITA,23,22,56797087.0,906
JPN,24,22,124425000.0,907
LTU,27,22,3700114.0,908
LUX,28,22,392175.0,909
LVA,26,22,2614338.0,910
MAR,30,22,25400676.0,911
MEX,29,22,84993164.0,912
NLD,31,22,15184166.0,913
NOR,33,22,4286401.0,914
NZL,32,22,3531700.0,915
POL,34,22,38363667.0,916
PRT,35,22,9952494.0,917
SGP,36,22,3230698.0,918
SVK,37,22,5305016.0,919
SVN,38,22,1996498.0,920
SWE,41,22,8668067.0,921
THA,43,22,56939020.0,922
USA,46,22,256514000.0,923
ZAF,39,22,41760755.0,924
AUS,2,23,17634808.0,925
AUT,3,23,7905633.0,926
BEL,4,23,10084475.0,927
BRA,5,23,158440875.0,928
CAN,6,23,28684764.0,929
CHE,42,23,6938265.0,930
CHL,7,23,13998386.0,931
CHN,8,23,1178440000.0,932
COL,9,23,34614735.0,933
DEU,15,23,81156363.0,934
DNK,11,23,5188628.0,935
ESP,40,23,39361262.0,936
EST,12,23,1494128.0,937
FIN,13,23,5066447.0,938
FRA,14,23,59106166.0,939
GBR,45,23,57718614.0,940
GRC,16,23,10460415.0,941
HUN,17,23,10357523.0,942
IDN,20,23,191737287.0,943
IND,19,23,926351297.0,944
IRL,21,23,3576261.0,945
ISL,18,23,263725.0,946
ISR,22,23,5261000.0,947
ITA,23,23,56831821.0,948
JPN,24,23,124829000.0,949
LTU,27,23,3682613.0,950
LUX,28,23,397475.0,951
LVA,26,23,2563290.0,952
MAR,30,23,25806777.0,953
MEX,29,23,86648447.0,954
NLD,31,23,15290368.0,955
NOR,33,23,4311991.0,956
NZL,32,23,3572200.0,957
POL,34,23,38461408.0,958
PRT,35,23,9964675.0,959
SGP,36,23,3313471.0,960
SVK,37,23,5325305.0,961
SVN,38,23,1991746.0,962
SWE,41,23,8718561.0,963
THA,43,23,57776082.0,964
USA,46,23,259919000.0,965
ZAF,39,23,42525440.0,966
AUS,2,24,17805468.0,967
AUT,3,24,7936118.0,968
BEL,4,24,10115603.0,969
BRA,5,24,160980472.0,970
CAN,6,24,29000663.0,971
CHE,42,24,6993795.0,972
CHL,7,24,14210674.0,973
CHN,8,24,1191835000.0,974
COL,9,24,35295461.0,975
DEU,15,24,81438348.0,976
DNK,11,24,5206180.0,977
ESP,40,24,39549108.0,978
EST,12,24,1462514.0,979
FIN,13,24,5088333.0,980
FRA,14,24,59327585.0,981
GBR,45,24,57865745.0,982
GRC,16,24,10512922.0,983
HUN,17,24,10343355.0,984
IDN,20,24,194928533.0,985
IND,19,24,945261958.0,986
IRL,21,24,3590386.0,987
ISL,18,24,266021.0,988
ISR,22,24,5399000.0,989
ITA,23,24,56843400.0,990
JPN,24,24,125178000.0,991
LTU,27,24,3657144.0,992
LUX,28,24,402925.0,993
LVA,26,24,2520742.0,994
MAR,30,24,26201551.0,995
MEX,29,24,88314424.0,996
NLD,31,24,15382838.0,997
NOR,33,24,4336613.0,998
NZL,32,24,3620000.0,999
POL,34,24,38542652.0,1000
PRT,35,24,9991525.0,1001
SGP,36,24,3419048.0,1002
SVK,37,24,5346331.0,1003
SVN,38,24,1989443.0,1004
SWE,41,24,8780745.0,1005
THA,43,24,58610010.0,1006
USA,46,24,263126000.0,1007
ZAF,39,24,43267982.0,1008
AUS,2,25,18004882.0,1009
AUT,3,25,7948278.0,1010
BEL,4,25,10136811.0,1011
BRA,5,25,163515328.0,1012
CAN,6,25,29302311.0,1013
CHE,42,25,7040687.0,1014
CHL,7,25,14416796.0,1015
CHN,8,25,1204855000.0,1016
COL,9,25,35970101.0,1017
DEU,15,25,81678051.0,1018
DNK,11,25,5233373.0,1019
ESP,40,25,39724050.0,1020
EST,12,25,1436634.0,1021
FIN,13,25,5107790.0,1022
FRA,14,25,59543659.0,1023
GBR,45,25,58019030.0,1024
GRC,16,25,10562153.0,1025
HUN,17,25,10328965.0,1026
IDN,20,25,198140162.0,1027
IND,19,25,964279129.0,1028
IRL,21,25,3608841.0,1029
ISL,18,25,267468.0,1030
ISR,22,25,5545000.0,1031
ITA,23,25,56844303.0,1032
JPN,24,25,125472000.0,1033
LTU,27,25,3629102.0,1034
LUX,28,25,408625.0,1035
LVA,26,25,2485056.0,1036
MAR,30,25,26599048.0,1037
MEX,29,25,89969572.0,1038
NLD,31,25,15459006.0,1039
NOR,33,25,4359184.0,1040
NZL,32,25,3673400.0,1041
POL,34,25,38594998.0,1042
PRT,35,25,10026176.0,1043
SGP,36,25,3524506.0,1044
SVK,37,25,5361999.0,1045
SVN,38,25,1989872.0,1046
SWE,41,25,8826939.0,1047
THA,43,25,59424834.0,1048
USA,46,25,266278000.0,1049
ZAF,39,25,43986084.0,1050
AUS,2,26,18224767.0,1051
AUT,3,26,7959017.0,1052
BEL,4,26,10156637.0,1053
BRA,5,26,166037122.0,1054
CAN,6,26,29610218.0,1055
CHE,42,26,7071850.0,1056
CHL,7,26,14615483.0,1057
CHN,8,26,1217550000.0,1058
COL,9,26,36632573.0,1059
DEU,15,26,81914831.0,1060
DNK,11,26,5263074.0,1061
ESP,40,26,39889852.0,1062
EST,12,26,1415594.0,1063
FIN,13,26,5124573.0,1064
FRA,14,26,59756533.0,1065
GBR,45,26,58166950.0,1066
GRC,16,26,10608800.0,1067
HUN,17,26,10311238.0,1068
IDN,20,26,201373791.0,1069
IND,19,26,983281218.0,1070
IRL,21,26,3637510.0,1071
ISL,18,26,268916.0,1072
ISR,22,26,5692000.0,1073
ITA,23,26,56860281.0,1074
JPN,24,26,125757000.0,1075
LTU,27,26,3601613.0,1076
LUX,28,26,414225.0,1077
LVA,26,26,2457222.0,1078
MAR,30,26,26999093.0,1079
MEX,29,26,91586555.0,1080
NLD,31,26,15530498.0,1081
NOR,33,26,4381336.0,1082
NZL,32,26,3732000.0,1083
POL,34,26,38624370.0,1084
PRT,35,26,10063945.0,1085
SGP,36,26,3670704.0,1086
SVK,37,26,5373361.0,1087
SVN,38,26,1988628.0,1088
SWE,41,26,8840998.0,1089
THA,43,26,60211096.0,1090
USA,46,26,269394000.0,1091
ZAF,39,26,44661603.0,1092
AUS,2,27,18423037.0,1093
AUT,3,27,7968041.0,1094
BEL,4,27,10181245.0,1095
BRA,5,27,168546707.0,1096
CAN,6,27,29905948.0,1097
CHE,42,27,7088906.0,1098
CHL,7,27,14809289.0,1099
CHN,8,27,1230075000.0,1100
COL,9,27,37291946.0,1101
DEU,15,27,82034771.0,1102
DNK,11,27,5284991.0,1103
ESP,40,27,40057389.0,1104
EST,12,27,1399535.0,1105
FIN,13,27,5139835.0,1106
FRA,14,27,59969944.0,1107
GBR,45,27,58316954.0,1108
GRC,16,27,10661259.0,1109
HUN,17,27,10290486.0,1110
IDN,20,27,204628007.0,1111
IND,19,27,1002335230.0,1112
IRL,21,27,3674171.0,1113
ISL,18,27,271128.0,1114
ISR,22,27,5836000.0,1115
ITA,23,27,56890372.0,1116
JPN,24,27,126057000.0,1117
LTU,27,27,3575137.0,1118
LUX,28,27,419450.0,1119
LVA,26,27,2432851.0,1120
MAR,30,27,27397118.0,1121
MEX,29,27,93183094.0,1122
NLD,31,27,15610650.0,1123
NOR,33,27,4405157.0,1124
NZL,32,27,3781300.0,1125
POL,34,27,38649660.0,1126
PRT,35,27,10108977.0,1127
SGP,36,27,3796038.0,1128
SVK,37,27,5383291.0,1129
SVN,38,27,1985956.0,1130
SWE,41,27,8846062.0,1131
THA,43,27,60989108.0,1132
USA,46,27,272657000.0,1133
ZAF,39,27,45285048.0,1134
AUS,2,28,18607584.0,1135
AUT,3,28,7976789.0,1136
BEL,4,28,10203008.0,1137
BRA,5,28,171039804.0,1138
CAN,6,28,30155173.0,1139
CHE,42,28,7110001.0,1140
CHL,7,28,14996742.0,1141
CHN,8,28,1241935000.0,1142
COL,9,28,37944414.0,1143
DEU,15,28,82047195.0,1144
DNK,11,28,5304219.0,1145
ESP,40,28,40223509.0,1146
EST,12,28,1386156.0,1147
FIN,13,28,5153498.0,1148
FRA,14,28,60192790.0,1149
GBR,45,28,58487141.0,1150
GRC,16,28,10720509.0,1151
HUN,17,28,10266570.0,1152
IDN,20,28,207855486.0,1153
IND,19,28,1021434576.0,1154
IRL,21,28,3712696.0,1155
ISL,18,28,274047.0,1156
ISR,22,28,5971000.0,1157
ITA,23,28,56906744.0,1158
JPN,24,28,126400000.0,1159
LTU,27,28,3549331.0,1160
LUX,28,28,424700.0,1161
LVA,26,28,2410019.0,1162
MAR,30,28,27791825.0,1163
MEX,29,28,94767284.0,1164
NLD,31,28,15707209.0,1165
NOR,33,28,4431464.0,1166
NZL,32,28,3815000.0,1167
POL,34,28,38663481.0,1168
PRT,35,28,10160196.0,1169
SGP,36,28,3927213.0,1170
SVK,37,28,5390516.0,1171
SVN,38,28,1981629.0,1172
SWE,41,28,8850974.0,1173
THA,43,28,61745217.0,1174
USA,46,28,275854000.0,1175
ZAF,39,28,45852166.0,1176
AUS,2,29,18812264.0,1177
AUT,3,29,7992324.0,1178
BEL,4,29,10226419.0,1179
BRA,5,29,173486281.0,1180
CAN,6,29,30401286.0,1181
CHE,42,29,7143991.0,1182
CHL,7,29,15176410.0,1183
CHN,8,29,1252735000.0,1184
COL,9,29,38585033.0,1185
DEU,15,29,82100243.0,1186
DNK,11,29,5321799.0,1187
ESP,40,29,40386875.0,1188
EST,12,29,1390244.0,1189
FIN,13,29,5165474.0,1190
FRA,14,29,60504420.0,1191
GBR,45,29,58682466.0,1192
GRC,16,29,10761698.0,1193
HUN,17,29,10237530.0,1194
IDN,20,29,210996910.0,1195
IND,19,29,1040500054.0,1196
IRL,21,29,3754786.0,1197
ISL,18,29,277381.0,1198
ISR,22,29,6125000.0,1199
ITA,23,29,56916317.0,1200
JPN,24,29,126631000.0,1201
LTU,27,29,3524238.0,1202
LUX,28,29,430475.0,1203
LVA,26,29,2390482.0,1204
MAR,30,29,28176997.0,1205
MEX,29,29,96334810.0,1206
NLD,31,29,15812088.0,1207
NOR,33,29,4461913.0,1208
NZL,32,29,3835100.0,1209
POL,34,29,38660271.0,1210
PRT,35,29,10217828.0,1211
SGP,36,29,3958723.0,1212
SVK,37,29,5396020.0,1213
SVN,38,29,1983045.0,1214
SWE,41,29,8857874.0,1215
THA,43,29,62442651.0,1216
USA,46,29,279040000.0,1217
ZAF,39,29,46364681.0,1218
AUS,2,30,19028802.0,1219
AUT,3,30,8011566.0,1220
BEL,4,30,10251250.0,1221
BRA,5,30,175873720.0,1222
CAN,6,30,30685730.0,1223
CHE,42,30,7184250.0,1224
CHL,7,30,15351799.0,1225
CHN,8,30,1262645000.0,1226
COL,9,30,39215135.0,1227
DEU,15,30,82211508.0,1228
DNK,11,30,5339616.0,1229
ESP,40,30,40567864.0,1230
EST,12,30,1396985.0,1231
FIN,13,30,5176209.0,1232
FRA,14,30,60921384.0,1233
GBR,45,30,58892514.0,1234
GRC,16,30,10805808.0,1235
HUN,17,30,10210971.0,1236
IDN,20,30,214072421.0,1237
IND,19,30,1059633675.0,1238
IRL,21,30,3805174.0,1239
ISL,18,30,281205.0,1240
ISR,22,30,6289000.0,1241
ITA,23,30,56942108.0,1242
JPN,24,30,126843000.0,1243
LTU,27,30,3499536.0,1244
LUX,28,30,436300.0,1245
LVA,26,30,2367550.0,1246
MAR,30,30,28554415.0,1247
MEX,29,30,97873442.0,1248
NLD,31,30,15925513.0,1249
NOR,33,30,4490967.0,1250
NZL,32,30,3857700.0,1251
POL,34,30,38258629.0,1252
PRT,35,30,10289898.0,1253
SGP,36,30,4027887.0,1254
SVK,37,30,5388720.0,1255
SVN,38,30,1988925.0,1256
SWE,41,30,8872109.0,1257
THA,43,30,63066603.0,1258
USA,46,30,282162411.0,1259
ZAF,39,30,46813266.0,1260
AUS,2,31,19274701.0,1261
AUT,3,31,8042293.0,1262
BEL,4,31,10286570.0,1263
BRA,5,31,178211881.0,1264
CAN,6,31,31020902.0,1265
CHE,42,31,7229854.0,1266
CHL,7,31,15523978.0,1267
CHN,8,31,1271850000.0,1268
COL,9,31,39837875.0,1269
DEU,15,31,82349925.0,1270
DNK,11,31,5358783.0,1271
ESP,40,31,40850412.0,1272
EST,12,31,1388115.0,1273
FIN,13,31,5188008.0,1274
FRA,14,31,61367388.0,1275
GBR,45,31,59119673.0,1276
GRC,16,31,10862132.0,1277
HUN,17,31,10187576.0,1278
IDN,20,31,217112437.0,1279
IND,19,31,1078970907.0,1280
IRL,21,31,3866243.0,1281
ISL,18,31,284968.0,1282
ISR,22,31,6439000.0,1283
ITA,23,31,56974100.0,1284
JPN,24,31,127149000.0,1285
LTU,27,31,3470818.0,1286
LUX,28,31,441525.0,1287
LVA,26,31,2337170.0,1288
MAR,30,31,28930097.0,1289
MEX,29,31,99394288.0,1290
NLD,31,31,16046180.0,1291
NOR,33,31,4513751.0,1292
NZL,32,31,3880500.0,1293
POL,34,31,38248076.0,1294
PRT,35,31,10362722.0,1295
SGP,36,31,4138012.0,1296
SVK,37,31,5378867.0,1297
SVN,38,31,1992060.0,1298
SWE,41,31,8895960.0,1299
THA,43,31,63649892.0,1300
USA,46,31,284968955.0,1301
ZAF,39,31,47229714.0,1302
AUS,2,32,19495210.0,1303
AUT,3,32,8081957.0,1304
BEL,4,32,10332785.0,1305
BRA,5,32,180476685.0,1306
CAN,6,32,31360079.0,1307
CHE,42,32,7284753.0,1308
CHL,7,32,15693790.0,1309
CHN,8,32,1280400000.0,1310
COL,9,32,40454050.0,1311
DEU,15,32,82488495.0,1312
DNK,11,32,5375931.0,1313
ESP,40,32,41431558.0,1314
EST,12,32,1379350.0,1315
FIN,13,32,5200598.0,1316
FRA,14,32,61816234.0,1317
GBR,45,32,59370479.0,1318
GRC,16,32,10902022.0,1319
HUN,17,32,10158608.0,1320
IDN,20,32,220115092.0,1321
IND,19,32,1098313039.0,1322
IRL,21,32,3931947.0,1323
ISL,18,32,287523.0,1324
ISR,22,32,6570000.0,1325
ITA,23,32,57059007.0,1326
JPN,24,32,127445000.0,1327
LTU,27,32,3443067.0,1328
LUX,28,32,446175.0,1329
LVA,26,32,2310173.0,1330
MAR,30,32,29301817.0,1331
MEX,29,32,100917081.0,1332
NLD,31,32,16148929.0,1333
NOR,33,32,4538159.0,1334
NZL,32,32,3948500.0,1335
POL,34,32,38230364.0,1336
PRT,35,32,10419631.0,1337
SGP,36,32,4175950.0,1338
SVK,37,32,5376912.0,1339
SVN,38,32,1994530.0,1340
SWE,41,32,8924958.0,1341
THA,43,32,64222580.0,1342
USA,46,32,287625193.0,1343
ZAF,39,32,47661514.0,1344
AUS,2,33,19720737.0,1345
AUT,3,33,8121423.0,1346
BEL,4,33,10376133.0,1347
BRA,5,33,182629278.0,1348
CAN,6,33,31644028.0,1349
CHE,42,33,7339001.0,1350
CHL,7,33,15859112.0,1351
CHN,8,33,1288400000.0,1352
COL,9,33,41057687.0,1353
DEU,15,33,82534176.0,1354
DNK,11,33,5390574.0,1355
ESP,40,33,42187645.0,1356
EST,12,33,1370720.0,1357
FIN,13,33,5213014.0,1358
FRA,14,33,62256970.0,1359
GBR,45,33,59647577.0,1360
GRC,16,33,10928070.0,1361
HUN,17,33,10129552.0,1362
IDN,20,33,223080121.0,1363
IND,19,33,1117415123.0,1364
IRL,21,33,3996521.0,1365
ISL,18,33,289521.0,1366
ISR,22,33,6689700.0,1367
ITA,23,33,57313203.0,1368
JPN,24,33,127718000.0,1369
LTU,27,33,3415213.0,1370
LUX,28,33,451630.0,1371
LVA,26,33,2287955.0,1372
MAR,30,33,29661270.0,1373
MEX,29,33,102429341.0,1374
NLD,31,33,16225302.0,1375
NOR,33,33,4564855.0,1376
NZL,32,33,4027200.0,1377
POL,34,33,38204570.0,1378
PRT,35,33,10458821.0,1379
SGP,36,33,4114826.0,1380
SVK,37,33,5373374.0,1381
SVN,38,33,1995733.0,1382
SWE,41,33,8958229.0,1383
THA,43,33,64776956.0,1384
USA,46,33,290107933.0,1385
ZAF,39,33,48104048.0,1386
AUS,2,34,19932722.0,1387
AUT,3,34,8171966.0,1388
BEL,4,34,10421137.0,1389
BRA,5,34,184722043.0,1390
CAN,6,34,31940655.0,1391
CHE,42,34,7389625.0,1392
CHL,7,34,16017966.0,1393
CHN,8,34,1296075000.0,1394
COL,9,34,41648268.0,1395
DEU,15,34,82516260.0,1396
DNK,11,34,5404523.0,1397
ESP,40,34,42921895.0,1398
EST,12,34,1362550.0,1399
FIN,13,34,5228172.0,1400
FRA,14,34,62716306.0,1401
GBR,45,34,59987905.0,1402
GRC,16,34,10955141.0,1403
HUN,17,34,10107146.0,1404
IDN,20,34,225938595.0,1405
IND,19,34,1136264583.0,1406
IRL,21,34,4070262.0,1407
ISL,18,34,292074.0,1408
ISR,22,34,6809000.0,1409
ITA,23,34,57685327.0,1410
JPN,24,34,127761000.0,1411
LTU,27,34,3377075.0,1412
LUX,28,34,458095.0,1413
LVA,26,34,2263122.0,1414
MAR,30,34,30033125.0,1415
MEX,29,34,103945813.0,1416
NLD,31,34,16281779.0,1417
NOR,33,34,4591910.0,1418
NZL,32,34,4087500.0,1419
POL,34,34,38182222.0,1420
PRT,35,34,10483861.0,1421
SGP,36,34,4166664.0,1422
SVK,37,34,5372280.0,1423
SVN,38,34,1997012.0,1424
SWE,41,34,8993531.0,1425
THA,43,34,65311166.0,1426
USA,46,34,292805298.0,1427
ZAF,39,34,48556071.0,1428
AUS,2,35,20176844.0,1429
AUT,3,35,8227829.0,1430
BEL,4,35,10478617.0,1431
BRA,5,35,186797334.0,1432
CAN,6,35,32243753.0,1433
CHE,42,35,7437115.0,1434
CHL,7,35,16175311.0,1435
CHN,8,35,1303720000.0,1436
COL,9,35,42220940.0,1437
DEU,15,35,82469422.0,1438
DNK,11,35,5419432.0,1439
ESP,40,35,43653155.0,1440
EST,12,35,1354775.0,1441
FIN,13,35,5246096.0,1442
FRA,14,35,63188395.0,1443
GBR,45,35,60401206.0,1444
GRC,16,35,10987314.0,1445
HUN,17,35,10087065.0,1446
IDN,20,35,228805144.0,1447
IND,19,35,1154638713.0,1448
IRL,21,35,4159914.0,1449
ISL,18,35,296734.0,1450
ISR,22,35,6930100.0,1451
ITA,23,35,57969484.0,1452
JPN,24,35,127773000.0,1453
LTU,27,35,3322528.0,1454
LUX,28,35,465158.0,1455
LVA,26,35,2238799.0,1456
MAR,30,35,30431902.0,1457
MEX,29,35,105442402.0,1458
NLD,31,35,16319868.0,1459
NOR,33,35,4623291.0,1460
NZL,32,35,4133900.0,1461
POL,34,35,38165445.0,1462
PRT,35,35,10503330.0,1463
SGP,36,35,4265762.0,1464
SVK,37,35,5372807.0,1465
SVN,38,35,2000474.0,1466
SWE,41,35,9029572.0,1467
THA,43,35,65821360.0,1468
USA,46,35,295516599.0,1469
ZAF,39,35,49017147.0,1470
AUS,2,36,20450966.0,1471
AUT,3,36,8268641.0,1472
BEL,4,36,10547958.0,1473
BRA,5,36,188820682.0,1474
CAN,6,36,32571174.0,1475
CHE,42,36,7483934.0,1476
CHL,7,36,16334575.0,1477
CHN,8,36,1311020000.0,1478
COL,9,36,42772910.0,1479
DEU,15,36,82376451.0,1480
DNK,11,36,5437272.0,1481
ESP,40,36,44397319.0,1482
EST,12,36,1346810.0,1483
FIN,13,36,5266268.0,1484
FRA,14,36,63628261.0,1485
GBR,45,36,60846820.0,1486
GRC,16,36,11020362.0,1487
HUN,17,36,10071370.0,1488
IDN,20,36,231797427.0,1489
IND,19,36,1172373788.0,1490
IRL,21,36,4273591.0,1491
ISL,18,36,303782.0,1492
ISR,22,36,7053700.0,1493
ITA,23,36,58143979.0,1494
JPN,24,36,127854000.0,1495
LTU,27,36,3269909.0,1496
LUX,28,36,472637.0,1497
LVA,26,36,2218357.0,1498
MAR,30,36,30833022.0,1499
MEX,29,36,106886790.0,1500
NLD,31,36,16346101.0,1501
NOR,33,36,4660677.0,1502
NZL,32,36,4184600.0,1503
POL,34,36,38141267.0,1504
PRT,35,36,10522288.0,1505
SGP,36,36,4401365.0,1506
SVK,37,36,5373054.0,1507
SVN,38,36,2006868.0,1508
SWE,41,36,9080505.0,1509
THA,43,36,66319525.0,1510
USA,46,36,298379912.0,1511
ZAF,39,36,49491756.0,1512
AUS,2,37,20827622.0,1513
AUT,3,37,8295487.0,1514
BEL,4,37,10625700.0,1515
BRA,5,37,190779453.0,1516
CAN,6,37,32889025.0,1517
CHE,42,37,7551117.0,1518
CHL,7,37,16495538.0,1519
CHN,8,37,1317885000.0,1520
COL,9,37,43306582.0,1521
DEU,15,37,82266372.0,1522
DNK,11,37,5461438.0,1523
ESP,40,37,45226803.0,1524
EST,12,37,1340680.0,1525
FIN,13,37,5288720.0,1526
FRA,14,37,64021737.0,1527
GBR,45,37,61322463.0,1528
GRC,16,37,11048473.0,1529
HUN,17,37,10055780.0,1530
IDN,20,37,234858289.0,1531
IND,19,37,1189691809.0,1532
IRL,21,37,4398942.0,1533
ISL,18,37,311566.0,1534
ISR,22,37,7180100.0,1535
ITA,23,37,58438310.0,1536
JPN,24,37,128001000.0,1537
LTU,27,37,3231294.0,1538
LUX,28,37,479993.0,1539
LVA,26,37,2200325.0,1540
MAR,30,37,31232633.0,1541
MEX,29,37,108302973.0,1542
NLD,31,37,16381696.0,1543
NOR,33,37,4709153.0,1544
NZL,32,37,4223800.0,1545
POL,34,37,38120560.0,1546
PRT,35,37,10542964.0,1547
SGP,36,37,4588599.0,1548
SVK,37,37,5374622.0,1549
SVN,38,37,2018122.0,1550
SWE,41,37,9148092.0,1551
THA,43,37,66826754.0,1552
USA,46,37,301231207.0,1553
ZAF,39,37,49996094.0,1554
AUS,2,38,21249199.0,1555
AUT,3,38,8321496.0,1556
BEL,4,38,10709973.0,1557
BRA,5,38,192672317.0,1558
CAN,6,38,33247118.0,1559
CHE,42,38,7647675.0,1560
CHL,7,38,16661462.0,1561
CHN,8,38,1324655000.0,1562
COL,9,38,43815313.0,1563
DEU,15,38,82110097.0,1564
DNK,11,38,5493621.0,1565
ESP,40,38,45954106.0,1566
EST,12,38,1337090.0,1567
FIN,13,38,5313399.0,1568
FRA,14,38,64379696.0,1569
GBR,45,38,61806995.0,1570
GRC,16,38,11077841.0,1571
HUN,17,38,10038188.0,1572
IDN,20,38,237936543.0,1573
IND,19,38,1206734806.0,1574
IRL,21,38,4489544.0,1575
ISL,18,38,317414.0,1576
ISR,22,38,7308800.0,1577
ITA,23,38,58826731.0,1578
JPN,24,38,128063000.0,1579
LTU,27,38,3198231.0,1580
LUX,28,38,488650.0,1581
LVA,26,38,2177322.0,1582
MAR,30,38,31634992.0,1583
MEX,29,38,109684489.0,1584
NLD,31,38,16445593.0,1585
NOR,33,38,4768212.0,1586
NZL,32,38,4259800.0,1587
POL,34,38,38125759.0,1588
PRT,35,38,10558177.0,1589
SGP,36,38,4839396.0,1590
SVK,37,38,5379233.0,1591
SVN,38,38,2021316.0,1592
SWE,41,38,9219637.0,1593
THA,43,38,67328239.0,1594
USA,46,38,304093966.0,1595
ZAF,39,38,50565812.0,1596
AUS,2,39,21691653.0,1597
AUT,3,39,8343323.0,1598
BEL,4,39,10796493.0,1599
BRA,5,39,194517549.0,1600
CAN,6,39,33628895.0,1601
CHE,42,39,7743831.0,1602
CHL,7,39,16833447.0,1603
CHN,8,39,1331260000.0,1604
COL,9,39,44313917.0,1605
DEU,15,39,81902307.0,1606
DNK,11,39,5523095.0,1607
ESP,40,39,46362946.0,1608
EST,12,39,1334515.0,1609
FIN,13,39,5338871.0,1610
FRA,14,39,64710879.0,1611
GBR,45,39,62276270.0,1612
GRC,16,39,11107017.0,1613
HUN,17,39,10022650.0,1614
IDN,20,39,240981299.0,1615
IND,19,39,1223640160.0,1616
IRL,21,39,4535375.0,1617
ISL,18,39,318499.0,1618
ISR,22,39,7485600.0,1619
ITA,23,39,59095365.0,1620
JPN,24,39,128047000.0,1621
LTU,27,39,3162916.0,1622
LUX,28,39,497783.0,1623
LVA,26,39,2141669.0,1624
MAR,30,39,32042877.0,1625
MEX,29,39,111049428.0,1626
NLD,31,39,16530388.0,1627
NOR,33,39,4828726.0,1628
NZL,32,39,4302600.0,1629
POL,34,39,38151603.0,1630
PRT,35,39,10568247.0,1631
SGP,36,39,4987573.0,1632
SVK,37,39,5386406.0,1633
SVN,38,39,2039669.0,1634
SWE,41,39,9298515.0,1635
THA,43,39,67813654.0,1636
USA,46,39,306771529.0,1637
ZAF,39,39,51170779.0,1638
AUS,2,40,22031750.0,1639
AUT,3,40,8363404.0,1640
BEL,4,40,10895586.0,1641
BRA,5,40,196353492.0,1642
CAN,6,40,34004889.0,1643
CHE,42,40,7824909.0,1644
CHL,7,40,17004162.0,1645
CHN,8,40,1337705000.0,1646
COL,9,40,44816108.0,1647
DEU,15,40,81776930.0,1648
DNK,11,40,5547683.0,1649
ESP,40,40,46576897.0,1650
EST,12,40,1331475.0,1651
FIN,13,40,5363352.0,1652
FRA,14,40,65030575.0,1653
GBR,45,40,62766365.0,1654
GRC,16,40,11121341.0,1655
HUN,17,40,10000023.0,1656
IDN,20,40,244016173.0,1657
IND,19,40,1240613620.0,1658
IRL,21,40,4560155.0,1659
ISL,18,40,318041.0,1660
ISR,22,40,7623600.0,1661
ITA,23,40,59277417.0,1662
JPN,24,40,128070000.0,1663
LTU,27,40,3097282.0,1664
LUX,28,40,506953.0,1665
LVA,26,40,2097555.0,1666
MAR,30,40,32464865.0,1667
MEX,29,40,112532401.0,1668
NLD,31,40,16615394.0,1669
NOR,33,40,4889252.0,1670
NZL,32,40,4350700.0,1671
POL,34,40,38042794.0,1672
PRT,35,40,10573100.0,1673
SGP,36,40,5076732.0,1674
SVK,37,40,5391428.0,1675
SVN,38,40,2048583.0,1676
SWE,41,40,9378126.0,1677
THA,43,40,68270489.0,1678
USA,46,40,309327143.0,1679
ZAF,39,40,51784921.0,1680
AUS,2,41,22340024.0,1681
AUT,3,41,8391643.0,1682
BEL,4,41,11038264.0,1683
BRA,5,41,198185302.0,1684
CAN,6,41,34339328.0,1685
CHE,42,41,7912398.0,1686
CHL,7,41,17173573.0,1687
CHN,8,41,1345035000.0,1688
COL,9,41,45308899.0,1689
DEU,15,41,80274983.0,1690
DNK,11,41,5570572.0,1691
ESP,40,41,46742697.0,1692
EST,12,41,1327439.0,1693
FIN,13,41,5388272.0,1694
FRA,14,41,65345233.0,1695
GBR,45,41,63258810.0,1696
GRC,16,41,11104899.0,1697
HUN,17,41,9971727.0,1698
IDN,20,41,247099697.0,1699
IND,19,41,1257621191.0,1700
IRL,21,41,4580084.0,1701
ISL,18,41,319014.0,1702
ISR,22,41,7765800.0,1703
ITA,23,41,59379449.0,1704
JPN,24,41,127833000.0,1705
LTU,27,41,3028115.0,1706
LUX,28,41,518347.0,1707
